fired_at_pt,ticker,signal_type,entry_price,side,touch_level,k_full,d_full,k_fast,atr_14,vix_close,spx_ret_1d,channels_sent
2026-08-14 06:30:38.984411,DELL,confluence_high,497.9900,short,487.7157,80.615571,74.939985,99.053777,36.831429,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,FDX,confluence_high,337.7900,short,326.1378,88.611130,84.819579,93.767258,6.538571,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,HPE,confluence_high,60.1550,short,57.2392,89.974889,86.966863,99.294872,3.242643,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,JBL,confluence_high,368.9750,short,362.1679,90.166600,86.770506,94.876033,17.480714,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,KEYS,confluence_high,352.7700,short,351.0558,89.750254,87.777739,95.547892,14.195714,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,MPC,confluence_high,357.0900,short,336.7533,93.903317,67.231651,99.827556,12.445000,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,NTAP,confluence_high,204.4950,short,204.4264,93.471937,89.120930,99.305556,7.841429,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,NTRS,confluence_high,190.4800,short,190.4634,93.525653,90.890087,99.163763,3.725000,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,PANW,confluence_high,393.7900,short,392.8029,97.577528,91.575057,97.224631,14.431429,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,STT,confluence_high,189.9050,short,189.7575,89.688163,81.352558,97.791165,4.322857,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,VLO,confluence_high,343.5351,short,324.8526,92.784360,69.061876,98.101266,11.752143,14.5500,0.002627,{}
2026-08-14 06:30:38.984411,WBD,confluence_high,27.7400,short,27.4994,90.239559,87.940054,94.861660,0.561429,14.5500,0.002627,{}
2026-08-14 06:36:11.792941,EBAY,confluence_low,104.0800,long,104.1719,6.598345,21.087322,2.730159,4.227857,14.5500,0.002627,{}
2026-08-14 06:36:11.792941,LYV,confluence_high,187.3950,short,186.8492,82.921811,75.445816,88.456790,5.094286,14.5500,0.002627,{}
2026-08-14 06:36:11.792941,TGT,confluence_high,155.8100,short,155.4087,92.598271,92.483165,95.692159,4.130000,14.5500,0.002627,{}
2026-08-14 06:41:14.630802,BNY,confluence_high,162.6550,short,162.5931,92.284634,83.863758,97.150259,2.850000,14.5500,0.002627,{}
2026-08-14 11:31:46.255932,BAC,confluence_high,64.5250,short,64.5176,94.898355,89.189191,96.534653,0.980000,14.5500,0.002627,{}
