# generated_at=2026-08-14T10:30:31.701830+00:00
date,arm,value
2010-03-31,buy_hold,1.0
2010-04-01,buy_hold,1.0051462461770013
2010-04-05,buy_hold,1.0118596967467566
2010-04-06,buy_hold,1.0127891433501914
2010-04-07,buy_hold,1.0074337451268267
2010-04-08,buy_hold,1.0099821292420932
2010-04-09,buy_hold,1.0170248748817872
2010-04-12,buy_hold,1.0188298218107692
2010-04-13,buy_hold,1.0185753378983455
2010-04-14,buy_hold,1.0315016353712974
2010-04-15,buy_hold,1.0344343394038469
2010-04-16,buy_hold,1.0226117365236866
2010-04-19,buy_hold,1.0283788343772473
2010-04-20,buy_hold,1.0351896412744304
2010-04-21,buy_hold,1.0352521839523536
2010-04-22,buy_hold,1.0379185436057947
2010-04-23,buy_hold,1.0435225800691261
2010-04-26,buy_hold,1.0402919533967503
2010-04-27,buy_hold,1.0189174141525432
2010-04-28,buy_hold,1.023835256497242
2010-04-29,buy_hold,1.0365458667384098
2010-04-30,buy_hold,1.0266771675113042
2010-05-03,buy_hold,1.0413794774736969
2010-05-04,buy_hold,1.0166658872873948
2010-05-05,buy_hold,1.010580528742619
2010-05-06,buy_hold,0.9780917878448222
2010-05-07,buy_hold,0.9669626924151415
2010-05-10,buy_hold,1.0057514536092962
2010-05-11,buy_hold,1.0031213260368868
2010-05-12,buy_hold,1.0175436871798162
2010-05-13,buy_hold,1.004013566151989
2010-05-14,buy_hold,0.9888076712226794
2010-05-17,buy_hold,0.9886118219084252
2010-05-18,buy_hold,0.9764131069276022
2010-05-19,buy_hold,0.9684699603850407
2010-05-20,buy_hold,0.9340819180417937
2010-05-21,buy_hold,0.9451900469799777
2010-05-24,buy_hold,0.9338597375950001
2010-05-25,buy_hold,0.9336774438285618
2010-05-26,buy_hold,0.926067099184889
2010-05-27,buy_hold,0.9552924891204447
2010-05-28,buy_hold,0.9432361190718
2010-06-01,buy_hold,0.9314355344835086
2010-06-02,buy_hold,0.9521089062407521
2010-06-03,buy_hold,0.9537669988698327
2010-06-04,buy_hold,0.9204666698507669
2010-06-07,buy_hold,0.9108884636873344
2010-06-08,buy_hold,0.9210013549835319
2010-06-09,buy_hold,0.9133632207305801
2010-06-10,buy_hold,0.9376123921494339
2010-06-11,buy_hold,0.9415951647444817
2010-06-14,buy_hold,0.9389202316925302
2010-06-15,buy_hold,0.958586622900999
2010-06-16,buy_hold,0.9591072538973296
2010-06-17,buy_hold,0.9587944520000184
2010-06-18,buy_hold,0.9610631533677918
2010-06-21,buy_hold,0.9568906966680274
2010-06-22,buy_hold,0.9427635268333422
2010-06-23,buy_hold,0.9389803379674714
2010-06-24,buy_hold,0.9236949704452551
2010-06-25,buy_hold,0.9246139224140966
2010-06-28,buy_hold,0.9242774024856854
2010-06-29,buy_hold,0.8991586355213855
2010-06-30,buy_hold,0.898952258908071
2010-07-01,buy_hold,0.9091673076362934
2010-07-02,buy_hold,0.906849921540793
2010-07-06,buy_hold,0.9118036432327941
2010-07-07,buy_hold,0.9278415157346493
2010-07-08,buy_hold,0.949157064729789
2010-07-09,buy_hold,0.9500735924032384
2010-07-12,buy_hold,0.9549872846004753
2010-07-13,buy_hold,0.9620247422807306
2010-07-14,buy_hold,0.9626560053578876
2010-07-15,buy_hold,0.9680585049837309
2010-07-16,buy_hold,0.9540906277830199
2010-07-19,buy_hold,0.9565755543709605
2010-07-20,buy_hold,0.9662647418237056
2010-07-21,buy_hold,0.9586099142101709
2010-07-22,buy_hold,0.9772812819866419
2010-07-23,buy_hold,0.9731013352511929
2010-07-26,buy_hold,0.9768094259969808
2010-07-27,buy_hold,0.9749473148821469
2010-07-28,buy_hold,0.9710970826869147
2010-07-29,buy_hold,0.9673119085994917
2010-07-30,buy_hold,0.9728381798508969
2010-08-02,buy_hold,0.9784074826612894
2010-08-03,buy_hold,0.9768541637236814
2010-08-04,buy_hold,0.9836511771815193
2010-08-05,buy_hold,0.9817917539318024
2010-08-06,buy_hold,0.9950782545984218
2010-08-09,buy_hold,1.0042534535527476
2010-08-10,buy_hold,1.0046043782387315
2010-08-11,buy_hold,0.991676800337032
2010-08-12,buy_hold,0.9952466941410911
2010-08-13,buy_hold,0.9918392621675849
2010-08-16,buy_hold,0.9967639280916507
2010-08-17,buy_hold,1.0137011452760785
2010-08-18,buy_hold,1.014133342200926
2010-08-19,buy_hold,1.008408973657034
2010-08-20,buy_hold,1.0080359397750538
2010-08-23,buy_hold,1.0102581604878127
2010-08-24,buy_hold,1.0073718815578474
2010-08-25,buy_hold,1.0119250146320447
2010-08-26,buy_hold,1.0063400298628866
2010-08-27,buy_hold,1.0104313082624186
2010-08-30,buy_hold,1.005170232328171
2010-08-31,buy_hold,1.00288775238573
2010-09-01,buy_hold,1.020689694749719
2010-09-02,buy_hold,1.0269004695071486
2010-09-03,buy_hold,1.0300780078762823
2010-09-07,buy_hold,1.0394423874438874
2010-09-08,buy_hold,1.048994205908985
2010-09-09,buy_hold,1.0412733133604617
2010-09-10,buy_hold,1.050384307290835
2010-09-13,buy_hold,1.0475862747207303
2010-09-14,buy_hold,1.0441697073536664
2010-09-15,buy_hold,1.0533365510282473
2010-09-16,buy_hold,1.0491677412443008
2010-09-17,buy_hold,1.046549571468809
2010-09-20,buy_hold,1.0567687525138085
2010-09-21,buy_hold,1.06293769464167
2010-09-22,buy_hold,1.060551852814411
2010-09-23,buy_hold,1.0510317586281035
2010-09-24,buy_hold,1.0633107026527076
2010-09-27,buy_hold,1.0612003556586767
2010-09-28,buy_hold,1.0646344382834314
2010-09-29,buy_hold,1.0645385575621247
2010-09-30,buy_hold,1.0597093462859113
2010-10-01,buy_hold,1.0667996323616364
2010-10-04,buy_hold,1.063572203325055
2010-10-05,buy_hold,1.0804077313487495
2010-10-06,buy_hold,1.0845911961632737
2010-10-07,buy_hold,1.0812155930137286
2010-10-08,buy_hold,1.0873545830111202
2010-10-11,buy_hold,1.085527142956557
2010-10-12,buy_hold,1.0834417104854779
2010-10-13,buy_hold,1.0890332963087581
2010-10-14,buy_hold,1.0905629047680854
2010-10-15,buy_hold,1.0912036521158268
2010-10-18,buy_hold,1.0930748098117156
2010-10-19,buy_hold,1.0762477615625143
2010-10-20,buy_hold,1.0873590944012679
2010-10-21,buy_hold,1.0927337424119496
2010-10-22,buy_hold,1.0926583018908513
2010-10-25,buy_hold,1.0956543952176263
2010-10-26,buy_hold,1.0975965925237567
2010-10-27,buy_hold,1.0922129220399812
2010-10-28,buy_hold,1.0879698475363053
2010-10-29,buy_hold,1.0894555923293674
2010-11-01,buy_hold,1.088720056683513
2010-11-02,buy_hold,1.094098253883003
2010-11-03,buy_hold,1.0981166578591208
2010-11-04,buy_hold,1.1225885708312262
2010-11-05,buy_hold,1.122046830115042
2010-11-08,buy_hold,1.122134388418761
2010-11-09,buy_hold,1.1121451398957285
2010-11-10,buy_hold,1.1206538716507857
2010-11-11,buy_hold,1.1242927873153994
2010-11-12,buy_hold,1.1131504149448306
2010-11-15,buy_hold,1.1174567816048628
2010-11-16,buy_hold,1.0995540008581766
2010-11-17,buy_hold,1.1019967888268218
2010-11-18,buy_hold,1.1154735719613225
2010-11-19,buy_hold,1.1185314849483998
2010-11-22,buy_hold,1.115906348665566
2010-11-23,buy_hold,1.10121469699028
2010-11-24,buy_hold,1.1133304418218215
2010-11-26,buy_hold,1.1041169542983214
2010-11-29,buy_hold,1.1019362582060366
2010-11-30,buy_hold,1.099008344389971
2010-12-01,buy_hold,1.1229307287063106
2010-12-02,buy_hold,1.137087573365054
2010-12-03,buy_hold,1.1437877486954051
2010-12-06,buy_hold,1.1423306761344236
2010-12-07,buy_hold,1.1400738467643656
