arm,family,head,tau,improve,cov,cov_err,cov_ok,n_train,year,regime,n
A_train2010,peak,peak_h10_q05,0.05,,0.04920825456610337,-0.0007917454338966304,,,2023.0,all,6997.0
A_train2010,peak,peak_h10_q05,0.05,,0.049344391785150085,-0.0006556082148499176,,,2023.0,above,6356.0
A_train2010,peak,peak_h10_q05,0.05,,0.047831989139982434,-0.002168010860017569,,,2023.0,below,641.0
A_train2010,peak,peak_h10_q25,0.25,,0.2807639889036025,0.03076398890360249,,,2022.0,all,5411.0
A_train2010,peak,peak_h10_q25,0.25,,0.32624650977263664,0.07624650977263664,,,2022.0,above,1342.0
A_train2010,peak,peak_h10_q25,0.25,,0.26621761261433646,0.016217612614336463,,,2022.0,below,4069.0
A_train2010,peak,peak_h10_q25,0.25,,0.2405137899556508,-0.009486210044349214,,,2023.0,all,6997.0
A_train2010,peak,peak_h10_q25,0.25,,0.24278830963665085,-0.007211690363349149,,,2023.0,above,6356.0
A_train2010,peak,peak_h10_q25,0.25,,0.2175197636349117,-0.03248023636508829,,,2023.0,below,641.0
A_train2010,peak,peak_h10_q50,0.5,,0.5081821433059145,0.008182143305914491,,,2022.0,all,5411.0
A_train2010,peak,peak_h10_q50,0.5,,0.5319904268049462,0.03199042680494624,,,2022.0,above,1342.0
A_train2010,peak,peak_h10_q50,0.5,,0.5005676961741105,0.0005676961741104547,,,2022.0,below,4069.0
A_train2010,peak,peak_h10_q50,0.5,,0.4703535720190048,-0.029646427980995205,,,2023.0,all,6997.0
A_train2010,peak,peak_h10_q50,0.5,,0.475,-0.025000000000000022,,,2023.0,above,6356.0
A_train2010,peak,peak_h10_q50,0.5,,0.4233809789986425,-0.07661902100135748,,,2023.0,below,641.0
A_train2010,peak,peak_h10_q75,0.75,,0.7267270460191192,-0.023272953980880806,,,2022.0,all,5411.0
A_train2010,peak,peak_h10_q75,0.75,,0.7086158755484643,-0.04138412445153572,,,2022.0,above,1342.0
A_train2010,peak,peak_h10_q75,0.75,,0.7325194228634848,-0.017480577136515185,,,2022.0,below,4069.0
A_train2010,peak,peak_h10_q75,0.75,,0.7213616727643883,-0.02863832723561166,,,2023.0,all,6997.0
A_train2010,peak,peak_h10_q75,0.75,,0.7290916271721959,-0.02090837282780411,,,2023.0,above,6356.0
A_train2010,peak,peak_h10_q75,0.75,,0.6432164816737204,-0.10678351832627964,,,2023.0,below,641.0
A_train2010,peak,peak_h10_q95,0.95,,0.9288013377538494,-0.021198662246150524,,,2022.0,all,5411.0
A_train2010,peak,peak_h10_q95,0.95,,0.9167132030315118,-0.03328679696848813,,,2022.0,above,1342.0
A_train2010,peak,peak_h10_q95,0.95,,0.9326674065852756,-0.017332593414724373,,,2022.0,below,4069.0
A_train2010,peak,peak_h10_q95,0.95,,0.9380763784564737,-0.01192362154352622,,,2023.0,all,6997.0
A_train2010,peak,peak_h10_q95,0.95,,0.9416429699842023,-0.008357030015797684,,,2023.0,above,6356.0
A_train2010,peak,peak_h10_q95,0.95,,0.902020282679869,-0.047979717320130955,,,2023.0,below,641.0
A_train2010,trough,trough_h5_q05,0.05,7.8525531824064325,0.06395828180394098,0.013958281803940972,True,88656.0,,,
A_train2010,trough,trough_h5_q25,0.25,6.041874127326241,0.28069090609283537,0.03069090609283537,True,88656.0,,,
A_train2010,trough,trough_h5_q50,0.5,5.294966029112538,0.535011130348751,0.03501113034875103,True,88656.0,,,
A_train2010,trough,trough_h5_q75,0.75,6.043493586449341,0.7719762552559981,0.02197625525599811,True,88656.0,,,
A_train2010,trough,trough_h5_q95,0.95,12.84579445139848,0.9559032071893809,0.005903207189380977,True,88656.0,,,
A_train2010,trough,trough_h5_q05,0.05,,0.07128565490976928,0.021285654909769275,,,2022.0,all,5411.0
A_train2010,trough,trough_h5_q05,0.05,,0.11404068607897888,0.06404068607897888,,,2022.0,above,1342.0
A_train2010,trough,trough_h5_q05,0.05,,0.05761159375916922,0.00761159375916922,,,2022.0,below,4069.0
A_train2010,trough,trough_h5_q05,0.05,,0.05850937659481178,0.008509376594811775,,,2023.0,all,6997.0
A_train2010,trough,trough_h5_q05,0.05,,0.060292259083728275,0.010292259083728272,,,2023.0,above,6356.0
A_train2010,trough,trough_h5_q05,0.05,,0.04048550666773137,-0.009514493332268635,,,2023.0,below,641.0
A_train2010,trough,trough_h5_q25,0.25,,0.300269677257218,0.05026967725721798,,,2022.0,all,5411.0
A_train2010,trough,trough_h5_q25,0.25,,0.4100518548065417,0.16005185480654172,,,2022.0,above,1342.0
A_train2010,trough,trough_h5_q25,0.25,,0.2651587635704899,0.015158763570489897,,,2022.0,below,4069.0
A_train2010,trough,trough_h5_q25,0.25,,0.26613140889716297,0.01613140889716297,,,2023.0,all,6997.0
A_train2010,trough,trough_h5_q25,0.25,,0.27021327014218016,0.020213270142180162,,,2023.0,above,6356.0
A_train2010,trough,trough_h5_q25,0.25,,0.2248662461071628,-0.025133753892837202,,,2023.0,below,641.0
A_train2010,trough,trough_h5_q50,0.5,,0.5568497056748214,0.056849705674821394,,,2022.0,all,5411.0
A_train2010,trough,trough_h5_q50,0.5,,0.6261268448344636,0.12612684483446357,,,2022.0,above,1342.0
A_train2010,trough,trough_h5_q50,0.5,,0.5346932527077193,0.03469325270771928,,,2022.0,below,4069.0
A_train2010,trough,trough_h5_q50,0.5,,0.5187711593338269,0.018771159333826892,,,2023.0,all,6997.0
A_train2010,trough,trough_h5_q50,0.5,,0.5197946287519748,0.019794628751974797,,,2023.0,above,6356.0
A_train2010,trough,trough_h5_q50,0.5,,0.5084244989219835,0.008424498921983492,,,2023.0,below,641.0
A_train2010,trough,trough_h5_q75,0.75,,0.7876992373643157,0.037699237364315685,,,2022.0,all,5411.0
A_train2010,trough,trough_h5_q75,0.75,,0.8108895093737535,0.06088950937375348,,,2022.0,above,1342.0
A_train2010,trough,trough_h5_q75,0.75,,0.7802824447931416,0.030282444793141572,,,2022.0,below,4069.0
A_train2010,trough,trough_h5_q75,0.75,,0.7602840651797331,0.010284065179733126,,,2023.0,all,6997.0
A_train2010,trough,trough_h5_q75,0.75,,0.7621563981042655,0.012156398104265498,,,2023.0,above,6356.0
A_train2010,trough,trough_h5_q75,0.75,,0.7413559051345525,-0.008644094865447483,,,2023.0,below,641.0
A_train2010,trough,trough_h5_q95,0.95,,0.9608629672230975,0.010862967223097542,,,2022.0,all,5411.0
A_train2010,trough,trough_h5_q95,0.95,,0.9632628639808537,0.013262863980853745,,,2022.0,above,1342.0
A_train2010,trough,trough_h5_q95,0.95,,0.9600954239861199,0.010095423986119956,,,2022.0,below,4069.0
A_train2010,trough,trough_h5_q95,0.95,,0.952214946486203,0.0022149464862030177,,,2023.0,all,6997.0
A_train2010,trough,trough_h5_q95,0.95,,0.9520300157977883,0.002030015797788387,,,2023.0,above,6356.0
A_train2010,trough,trough_h5_q95,0.95,,0.9540844845484309,0.004084484548430911,,,2023.0,below,641.0
A_train2010,trough,trough_h10_q05,0.05,4.127719719927689,0.07116415203231924,0.021164152032319236,True,88656.0,,,
A_train2010,trough,trough_h10_q25,0.25,3.1705489190347587,0.2911410668645396,0.04114106686453961,True,88656.0,,,
A_train2010,trough,trough_h10_q50,0.5,2.9154786752537563,0.5350976997279249,0.03509769972792487,True,88656.0,,,
A_train2010,trough,trough_h10_q75,0.75,3.443585327593477,0.7672273064556022,0.01722730645560222,True,88656.0,,,
A_train2010,trough,trough_h10_q95,0.95,8.678293395766103,0.9560351224338364,0.006035122433836415,True,88656.0,,,
A_train2010,trough,trough_h10_q05,0.05,,0.0773654755115652,0.027365475511565193,,,2022.0,all,5411.0
A_train2010,trough,trough_h10_q05,0.05,,0.1519744714798564,0.1019744714798564,,,2022.0,above,1342.0
A_train2010,trough,trough_h10_q05,0.05,,0.05350376975774043,0.0035037697577404298,,,2022.0,below,4069.0
A_train2010,trough,trough_h10_q05,0.05,,0.06655261890557276,0.01655261890557276,,,2023.0,all,6997.0
A_train2010,trough,trough_h10_q05,0.05,,0.06981042654028437,0.019810426540284365,,,2023.0,above,6356.0
A_train2010,trough,trough_h10_q05,0.05,,0.03361814261758365,-0.016381857382416355,,,2023.0,below,641.0
A_train2010,trough,trough_h10_q25,0.25,,0.31298993784857476,0.06298993784857476,,,2022.0,all,5411.0
A_train2010,trough,trough_h10_q25,0.25,,0.45504587155963305,0.20504587155963305,,,2022.0,above,1342.0
A_train2010,trough,trough_h10_q25,0.25,,0.26755712044088936,0.017557120440889362,,,2022.0,below,4069.0
A_train2010,trough,trough_h10_q25,0.25,,0.2748934396181796,0.02489343961817958,,,2023.0,all,6997.0
A_train2010,trough,trough_h10_q25,0.25,,0.2803712480252764,0.03037124802527641,,,2023.0,above,6356.0
A_train2010,trough,trough_h10_q25,0.25,,0.21951609039367562,-0.030483909606324383,,,2023.0,below,641.0
A_train2010,trough,trough_h10_q50,0.5,,0.5481504393129514,0.048150439312951376,,,2022.0,all,5411.0
A_train2010,trough,trough_h10_q50,0.5,,0.6349421619465497,0.13494216194654973,,,2022.0,above,1342.0
A_train2010,trough,trough_h10_q50,0.5,,0.520392412007093,0.020392412007092964,,,2022.0,below,4069.0
A_train2010,trough,trough_h10_q50,0.5,,0.5253912005922815,0.025391200592281504,,,2023.0,all,6997.0
A_train2010,trough,trough_h10_q50,0.5,,0.52826224328594,0.02826224328593996,,,2023.0,above,6356.0
A_train2010,trough,trough_h10_q50,0.5,,0.4963666852990497,-0.0036333147009502964,,,2023.0,below,641.0
A_train2010,trough,trough_h10_q75,0.75,,0.7703683656011676,0.020368365601167615,,,2022.0,all,5411.0
A_train2010,trough,trough_h10_q75,0.75,,0.7915037893897088,0.04150378938970878,,,2022.0,above,1342.0
A_train2010,trough,trough_h10_q75,0.75,,0.7636087616569073,0.013608761656907276,,,2022.0,below,4069.0
A_train2010,trough,trough_h10_q75,0.75,,0.7648914988894718,0.014891498889471833,,,2023.0,all,6997.0
A_train2010,trough,trough_h10_q75,0.75,,0.7699763033175356,0.019976303317535637,,,2023.0,above,6356.0
A_train2010,trough,trough_h10_q75,0.75,,0.7134871835822089,-0.03651281641779114,,,2023.0,below,641.0
A_train2010,trough,trough_h10_q95,0.95,,0.9568226412905846,0.00682264129058463,,,2022.0,all,5411.0
A_train2010,trough,trough_h10_q95,0.95,,0.9485041882728362,-0.0014958117271637317,,,2022.0,above,1342.0
A_train2010,trough,trough_h10_q95,0.95,,0.9594830775511245,0.009483077551124541,,,2022.0,below,4069.0
A_train2010,trough,trough_h10_q95,0.95,,0.9554494943323535,0.005449494332353533,,,2023.0,all,6997.0
A_train2010,trough,trough_h10_q95,0.95,,0.9563902053712482,0.0063902053712482365,,,2023.0,above,6356.0
A_train2010,trough,trough_h10_q95,0.95,,0.9459394713726743,-0.004060528627325644,,,2023.0,below,641.0
B_train2002,terminal,terminal_h5_q05,0.05,4.910367744625361,0.07647786297303982,0.02647786297303982,True,124180.0,,,
B_train2002,terminal,terminal_h5_q25,0.25,3.505410079748524,0.30443152774342486,0.05443152774342486,False,124180.0,,,
B_train2002,terminal,terminal_h5_q50,0.5,2.4180332616293576,0.5475554456261852,0.04755544562618519,True,124180.0,,,
B_train2002,terminal,terminal_h5_q75,0.75,5.211085964986912,0.7637562865858687,0.013756286585868693,True,124180.0,,,
B_train2002,terminal,terminal_h5_q95,0.95,12.384432652850759,0.9384780278670956,-0.011521972132904401,True,124180.0,,,
B_train2002,terminal,terminal_h5_q05,0.05,,0.0965231932107059,0.0465231932107059,,,2022.0,all,5411.0
B_train2002,terminal,terminal_h5_q05,0.05,,0.14036697247706423,0.09036697247706423,,,2022.0,above,1342.0
B_train2002,terminal,terminal_h5_q05,0.05,,0.08250092489826118,0.032500924898261174,,,2022.0,below,4069.0
B_train2002,terminal,terminal_h5_q05,0.05,,0.061571415222500946,0.011571415222500943,,,2023.0,all,6997.0
B_train2002,terminal,terminal_h5_q05,0.05,,0.06466034755134281,0.014660347551342809,,,2023.0,above,6356.0
B_train2002,terminal,terminal_h5_q05,0.05,,0.03034416673321089,-0.019655833266789113,,,2023.0,below,641.0
B_train2002,terminal,terminal_h5_q25,0.25,,0.34298307509400044,0.09298307509400044,,,2022.0,all,5411.0
B_train2002,terminal,terminal_h5_q25,0.25,,0.5241723175109693,0.27417231751096927,,,2022.0,above,1342.0
B_train2002,terminal,terminal_h5_q25,0.25,,0.28503450827305543,0.03503450827305543,,,2022.0,below,4069.0
B_train2002,terminal,terminal_h5_q25,0.25,,0.27576317359458896,0.02576317359458896,,,2023.0,all,6997.0
B_train2002,terminal,terminal_h5_q25,0.25,,0.284913112164297,0.03491311216429699,,,2023.0,above,6356.0
B_train2002,terminal,terminal_h5_q25,0.25,,0.18326279645452367,-0.06673720354547633,,,2023.0,below,641.0
B_train2002,terminal,terminal_h5_q50,0.5,,0.5930966488492803,0.09309664884928026,,,2022.0,all,5411.0
B_train2002,terminal,terminal_h5_q50,0.5,,0.7389708815317112,0.2389708815317112,,,2022.0,above,1342.0
B_train2002,terminal,terminal_h5_q50,0.5,,0.5464426499291974,0.046442649929197444,,,2022.0,below,4069.0
B_train2002,terminal,terminal_h5_q50,0.5,,0.5136893252733192,0.01368932527331923,,,2023.0,all,6997.0
B_train2002,terminal,terminal_h5_q50,0.5,,0.5248420221169037,0.024842022116903673,,,2023.0,above,6356.0
B_train2002,terminal,terminal_h5_q50,0.5,,0.4009422662301365,-0.09905773376986349,,,2023.0,below,641.0
B_train2002,terminal,terminal_h5_q75,0.75,,0.796408169577699,0.046408169577699,,,2022.0,all,5411.0
B_train2002,terminal,terminal_h5_q75,0.75,,0.860510570402872,0.11051057040287204,,,2022.0,above,1342.0
B_train2002,terminal,terminal_h5_q75,0.75,,0.7759067192264022,0.025906719226402197,,,2022.0,below,4069.0
B_train2002,terminal,terminal_h5_q75,0.75,,0.7394751407028313,-0.010524859297168732,,,2023.0,all,6997.0
B_train2002,terminal,terminal_h5_q75,0.75,,0.7445418641390206,-0.0054581358609794295,,,2023.0,above,6356.0
B_train2002,terminal,terminal_h5_q75,0.75,,0.6882536133514332,-0.0617463866485668,,,2023.0,below,641.0
B_train2002,terminal,terminal_h5_q95,0.95,,0.9495539209526664,-0.0004460790473335141,,,2022.0,all,5411.0
B_train2002,terminal,terminal_h5_q95,0.95,,0.9582369365775828,0.008236936577582843,,,2022.0,above,1342.0
B_train2002,terminal,terminal_h5_q95,0.95,,0.9467768890249656,-0.00322311097503436,,,2022.0,below,4069.0
B_train2002,terminal,terminal_h5_q95,0.95,,0.9302415847846869,-0.019758415215313074,,,2023.0,all,6997.0
B_train2002,terminal,terminal_h5_q95,0.95,,0.9337519747235389,-0.016248025276461076,,,2023.0,above,6356.0
B_train2002,terminal,terminal_h5_q95,0.95,,0.8947536532779685,-0.055246346722031436,,,2023.0,below,641.0
B_train2002,terminal,terminal_h10_q05,0.05,4.326077713285077,0.08021683568307365,0.03021683568307365,True,124180.0,,,
