fired_at_pt,ticker,signal_type,entry_price,side,touch_level,k_full,d_full,k_fast,atr_14,vix_close,spx_ret_1d,channels_sent,day_open,reversal,open_gap_atr
2026-08-25 06:47:49.075316,CMI,confluence_low,573.2700,long,584.0647,11.239535,23.141931,3.126696,17.017143,15.8500,-0.002803,{},583.54,false,-0.6035090614211787
2026-08-25 06:47:49.075316,FCX,confluence_high,77.9400,short,76.5307,94.433086,86.931385,91.923366,2.812771,15.8500,-0.002803,{},77.13,false,0.28797225227364837
2026-08-25 06:47:49.075316,HWM,confluence_low,264.5300,long,267.7565,3.494046,13.320000,4.348271,8.949286,15.8500,-0.002803,{},268.85,false,-0.4827200739813265
2026-08-25 06:47:49.075316,IBIT,confluence_high,44.4500,short,42.5422,95.291622,91.002472,93.216080,1.157500,15.8500,-0.002803,{},44.535,true,-0.073434125269973
2026-08-25 06:47:49.075316,KEY,confluence_low,21.7300,long,21.7774,7.188659,10.176174,10.169492,0.426429,15.8500,-0.002803,{},21.9,false,-0.39865956583627793
2026-08-25 06:47:49.075316,KO,confluence_high,91.5200,short,91.3751,86.831278,87.761864,92.386530,1.335714,15.8500,-0.002803,{},91.57,true,-0.03743316308730548
2026-08-25 06:47:49.075316,LHX,confluence_low,261.3600,long,262.5467,2.783271,14.206075,3.804848,6.467857,15.8500,-0.002803,{},263.24,false,-0.2906681455696988
2026-08-25 06:47:49.075316,PNC,confluence_low,242.2500,long,242.4290,8.663647,12.819568,13.816535,4.270943,15.8500,-0.002803,{},244.27,false,-0.4729634649771749
2026-08-25 06:47:49.075316,RTX,confluence_low,207.6900,long,209.4170,2.996939,23.906295,7.755345,4.437379,15.8500,-0.002803,{},210.36,false,-0.6017065479419306
2026-08-25 06:47:49.075316,TJX,confluence_low,139.9150,long,141.9231,7.887697,7.253241,5.260888,3.480000,15.8500,-0.002803,{},140.92,false,-0.2887931034482746
2026-08-25 06:47:49.075316,TXN,confluence_low,260.0700,long,261.1296,8.008010,10.291106,10.813953,8.972143,15.8500,-0.002803,{},262.78,false,-0.30204601063536096
2026-08-25 07:16:37.770205,RL,confluence_low,364.2500,long,364.4563,13.772894,14.813510,11.142857,12.946129,15.8500,-0.002803,{},374.12,false,-0.7623900549731896
2026-08-25 07:21:42.002491,INCY,confluence_high,130.3700,short,130.2341,84.329642,84.139088,86.289753,3.366429,15.8500,-0.002803,{},128.19,false,0.6475704671032737
2026-08-25 07:36:46.480008,RPRX,confluence_high,61.8400,short,61.8200,81.546587,84.016481,85.714286,1.464336,15.8500,-0.002803,{},61.33,false,0.3482807224571445
2026-08-25 08:27:04.576743,GILD,confluence_high,148.0900,short,148.0415,82.272348,84.516924,88.822055,4.140357,15.8500,-0.002803,{},146.6,false,0.3598723491718248
2026-08-25 10:42:53.541388,DGX,confluence_high,243.9599,short,243.8455,83.095542,82.451146,84.902205,4.589714,15.8500,-0.002803,{},243.93,false,0.006514567138605547
2026-08-25 10:42:53.541388,FIX,confluence_low,1561.5950,long,1561.9021,12.088119,18.642353,10.273120,84.466429,15.8500,-0.002803,{},1664.275,false,-1.215630886917216
2026-08-25 10:42:53.541388,STRL,confluence_low,483.8500,long,484.2744,10.518183,16.568889,10.601111,31.282143,15.8500,-0.002803,{},516.56,false,-1.0456444751882863
2026-08-25 11:38:17.921043,YUM,confluence_high,157.4725,short,157.4705,84.725237,59.325136,95.382060,4.257143,15.8500,-0.002803,{},156.68,false,0.18615771187389987
2026-08-25 12:03:26.821642,CBOE,confluence_high,310.2650,short,310.2523,81.725321,58.444201,96.550590,9.272857,15.8500,-0.002803,{},307.07,false,0.3445540031513473
2026-08-25 12:53:44.069879,URI,confluence_low,1052.3100,long,1053.7888,11.567168,25.785965,1.490637,28.697857,15.8500,-0.002803,{},1101.83,false,-1.725564386218803
