fired_at_pt,ticker,signal_type,entry_price,side,touch_level,k_full,d_full,k_fast,atr_14,vix_close,spx_ret_1d,channels_sent,day_open,reversal,open_gap_atr
2026-08-24 06:30:38.363549,FCX,confluence_high,78.2400,short,74.7486,90.198468,78.744665,94.302721,2.915714,15.1300,0.004346,{},74.46,false,1.296423448939094
2026-08-24 06:30:38.363549,HWM,confluence_low,269.6200,long,271.7566,9.177600,26.068966,2.019944,8.760000,15.1300,0.004346,{},276.36,false,-0.769406392694065
2026-08-24 06:30:38.363549,KO,confluence_high,91.8900,short,90.9346,86.928625,83.328281,88.524590,1.357857,15.1300,0.004346,{},90.85,false,0.7659127581181274
2026-08-24 06:30:38.363549,RTX,confluence_low,209.9300,long,210.9749,19.077592,47.139529,0.352319,4.503571,15.1300,0.004346,{},213.36,false,-0.7616178361571311
2026-08-24 06:30:38.363549,TGT,confluence_high,166.7100,short,162.4547,87.642790,80.517719,99.799800,4.855714,15.1300,0.004346,{},161.06,false,1.1635775912667026
2026-08-24 06:30:38.363549,TSLA,confluence_high,362.0800,short,360.0217,92.032215,86.498680,92.859945,11.508571,15.1300,0.004346,{},361.75,false,0.028674281107531428
2026-08-24 06:30:38.363549,TXN,confluence_low,262.5200,long,264.1746,8.034119,20.295939,9.753483,9.500714,15.1300,0.004346,{},269.78,false,-0.7641530941779734
2026-08-24 06:38:28.153805,DGX,confluence_high,244.6650,short,242.8765,86.465433,79.211033,91.896985,4.683571,15.1300,0.004346,{},240.33,false,0.9255758052989865
2026-08-24 06:38:28.153805,GE,confluence_low,344.1100,long,345.2563,6.665324,24.715850,10.622792,9.580714,15.1300,0.004346,{},347.54,false,-0.3580108956388852
2026-08-24 06:53:58.157263,MKSI,confluence_low,265.7100,long,266.9673,9.688965,23.735034,8.720930,17.288571,15.1300,0.004346,{},271.5,false,-0.3349033300670148
2026-08-24 07:03:59.899067,FLEX,confluence_low,104.9550,long,105.1463,15.750081,35.619422,9.948980,6.622857,15.1300,0.004346,{},108.2905,false,-0.5036346096556209
2026-08-24 07:24:03.540869,CNP,confluence_low,38.5400,long,38.5499,15.274042,18.956542,1.408451,0.921429,15.1300,0.004346,{},38.81,false,-0.29302311952413385
2026-08-24 09:04:24.121763,KEY,confluence_low,21.8600,long,21.8804,6.081933,20.998604,10.169492,0.433571,15.1300,0.004346,{},21.9,false,-0.09225709284061699
2026-08-24 09:09:25.348575,PNC,confluence_low,243.3050,long,243.3701,6.273719,24.714299,10.362401,4.317143,15.1300,0.004346,{},243.86,false,-0.128557242602343
2026-08-24 09:14:26.35054,FITB,confluence_low,54.8100,long,54.8782,7.134031,20.408270,16.993464,1.080000,15.1300,0.004346,{},55.02,false,-0.19444444444444522
2026-08-24 09:19:27.444195,RPRX,confluence_high,61.5100,short,61.4760,85.879571,85.330756,85.788562,1.531429,15.1300,0.004346,{},61.12,false,0.25466410783653737
2026-08-24 12:09:54.628112,STLD,confluence_low,227.6750,long,228.0554,12.201262,16.545105,19.262739,10.063571,15.1300,0.004346,{},235.76,false,-0.8033927519366615
